page,table_index,manufacturer,make,model ,vehicle_type,percent_content
1,1,"Honda Motor Co., Ltd.",Honda,Accord Sport/Touring,PC,60%
1,1,"Honda Motor Co., Ltd.",Honda,Accord Sport/Touring,PC,60%
1,1,"Honda Motor Co., Ltd.",Honda,Accord Sport/Touring,PC,60%
1,1,Tesla Inc.,Tesla,Model S,PC,60%
1,1,Tesla Inc.,Tesla,Model Y,PC,60%
1,1,Toyota,Toyota,Rav4,PC,60%
1,1,Fiat Chrysler,RAM,Ram 1500 Pickup,Truck,58%
1,1,GM LLC,Chevrolet,Camaro,PC,57%
1,1,Ford Motor Company,Ford,F150,Truck,55%
1,1,Ford Motor Company,Ford,F150,Truck,55%
1,1,"Honda Motor Co., Ltd.",Acura,ILX AWD,PC,55%
1,1,Hyundai Motor Company,Hyundai,Elantra,PC,55%
1,1,Kia Motors,Kia,K5,PC,55%
1,1,"Nissan North America, Inc",Nissan,Murano,MPV,55%
1,1,Tesla Inc.,Tesla,Model X,MPV,55%
1,1,Toyota,Lexus,ES 350,PC,55%
1,1,Toyota,Toyota,Avalon,PC,55%
1,1,Toyota,Toyota,Camry,PC,55%
1,1,Toyota,Toyota,Highlander,MPV,55%
1,1,Toyota,Toyota,Sequoia,MPV,55%
1,1,Toyota,Toyota,Tacoma,Truck,55%
1,1,Ford Motor Company,Lincoln,Navigator,MPV,50%
1,1,"Honda Motor Co., Ltd.",Honda,CR-V AWD,MPV,50%
1,1,"Honda Motor Co., Ltd.",Honda,CR-V AWD,MPV,50%
1,1,"Honda Motor Co., Ltd.",Honda,CR-V AWD,MPV,50%
1,1,"Honda Motor Co., Ltd.",Honda,CR-V AWD,MPV,50%
1,1,"Honda Motor Co., Ltd.",Honda,CR-V AWD,MPV,50%
1,1,"Honda Motor Co., Ltd.",Honda,Accord,PC,50%
1,1,"Honda Motor Co., Ltd.",Honda,Accord,PC,50%
1,1,Hyundai Motor Company,Hyundai,Santa Fe,MPV,50%
1,1,Kia Motors,Kia,Sorento,MPV,50%
1,1,Kia Motors,Kia,Telluride,MPV,50%
1,1,"Nissan North America, Inc",Nissan,Altima 4CYL,PC,50%
1,1,"Nissan North America, Inc",Nissan,Altima 4CYL Turbo,PC,50%
1,1,"Nissan North America, Inc",Nissan,Maxima,PC,50%
1,1,"Nissan North America, Inc",Nissan,Titan,Truck,50%
1,1,Subaru,Subaru,Ascent,MPV,50%
1,1,Subaru,Subaru,Legacy,PC,50%
1,1,Subaru,Subaru,Outback,MPV,50%
1,1,Fiat Chrysler,RAM,Ram 1500 CLASSIC,Truck,49%
1,1,GM LLC,Chevrolet,Blazer,MPV,49%
1,1,GM LLC,Chevrolet,Traverse,MPV,49%
1,1,GM LLC,Buick,Enclave,MPV,49%
1,1,GM LLC,GMC,Acadia,MPV,49%
1,1,GM LLC,Cadillac,XT5,MPV,49%
1,1,GM LLC,Cadillac,XT6,MPV,49%
1,1,GM LLC,Cadillac,CT4,PC,49%
1,1,GM LLC,Cadillac,CT5,PC,49%
1,1,Mercedes-Benz USA,Mercedes-Benz,GLS SUV (GLS450-4M),MPV,49%
1,1,Mercedes-Benz USA,Mercedes-Benz,GLS SUV (GLS580-4M),MPV,49%
1,1,Mercedes-Benz USA,Mercedes-Benz,GLS SUV (GLS63),MPV,49%
1,1,Ford Motor Company,Ford,Explorer,MPV,48%
1,1,Mercedes-Benz USA,Mercedes-Benz,GLE Coupe (GLE53-4M),PC,48%
1,1,Mercedes-Benz USA,Mercedes-Benz,GLE Coupe (GLE63S),PC,48%
1,1,Mercedes-Benz USA,Mercedes-Benz,GLS SUV (GLS600 Maybach),MPV,48%
1,1,Volkswagen,Volkswagen,Atlas (FWD),MPV,48%
1,1,Volkswagen,Volkswagen,Atlas (AWD),MPV,47%
1,1,Volkswagen,Volkswagen,Atlas (FWD),MPV,47%
1,1,General Motors LLC,Cadillac,Escalade,MPV,46%
1,1,General Motors LLC,Chevrolet,"Tahoe, Suburban",MPV,46%
1,1,General Motors LLC,GMC,"Yukon, Yukon EXT",MPV,46%
1,1,GM LLC,Chevrolet,Malibu,PC,46%
1,1,GM LLC,Cadillac,XT4,MPV,46%
1,1,GM LLC,Chevrolet,Silverado,T,46%
1,1,GM LLC,GMC,Sierra,T,46%
2,1,Mercedes-Benz USA,Mercedes-Benz,GLE SUV (GLE450-4M),MPV,46%
2,1,Mercedes-Benz USA,Mercedes-Benz,GLE SUV (GLE580-4M),MPV,46%
2,1,Mercedes-Benz USA,Mercedes-Benz,GLE SUV (GLE63-4M),PC,46%
2,1,Mercedes-Benz USA,Mercedes-Benz,GLE SUV (GLE53-4M),PC,46%
2,1,Volkswagen,Volkswagen,Atlas (AWD),MPV,46%
2,1,Ford Motor Company,Ford,Ranger,MPV,45%
2,1,"Honda Motor Co., Ltd.",Honda,Insight,PC,45%
2,1,Hyundai Motor Company,Hyundai,Sonata,PC,45%
2,1,"Nissan North America, Inc",Nissan,Frontier,Truck,45%
2,1,Subaru,Subaru,Impreza,PC,45%
2,1,Subaru,Subaru,Impreza 5 dr,PC,45%
2,1,Toyota,Lexus,RX350,MPV,45%
2,1,Toyota,Toyota,Avalon Hybrid,PC,45%
2,1,Toyota,Toyota,Camry Hybrid,PC,45%
2,1,Toyota,Toyota,Highlander Hybrid,MPV,45%
2,1,Toyota,Toyota,Sienna Hybrid,MPV,45%
2,1,Volkswagen,Volkswagen,Atlas Cross Sport (FWD),MPV,44%
2,1,Volkswagen,Volkswagen,Atlas Cross Sport (FWD),MPV,44%
2,1,Volkswagen,Volkswagen,Atlas Cross Sport (AWD),MPV,44%
2,1,Volkswagen,Volkswagen,Atlas Cross Sport (AWD),MPV,42%
2,1,Ford Motor Company,Ford,Edge,MPV,41%
2,1,Ford Motor Company,Ford,Escape,MPV,40%
2,1,Ford Motor Company,Lincoln,Nautilus,MPV,40%
2,1,"Honda Motor Co., Ltd.",Honda,Insight Touring,PC,40%
2,1,Toyota,Lexus,ES 300h,PC,40%
2,1,Volkswagen,Volkswagen,Passat,PC,39%
2,1,General Motors LLC,Chevrolet,Equinox,MPV,38%
2,1,General Motors LLC,GMC,Terrain,MPV,38%
2,1,BMW AG,BMW,X5,MPV,36%
2,1,BMW AG,BMW,X5 xDrive45e,MPV,36%
2,1,"Nissan North America, Inc",Nissan,Leaf,PC,35%
2,1,Toyota,Toyota,Rav4 Hybrid,PC,35%
2,1,Fiat Chrysler,RAM,Promaster City,MPV,34%
2,1,BMW AG,BMW,X7,MPV,32%
2,1,BMW AG,BMW,X4M,MPV,31%
2,1,BMW AG,BMW,X4,MPV,31%
2,1,BMW AG,BMW,X3,MPV,30%
2,1,BMW AG,BMW,X3 30e,MPV,30%
2,1,BMW AG,BMW,X3M,MPV,30%
2,1,BMW AG,BMW,X6,MPV,30%
2,1,"Nissan North America, Inc",Nissan,Rogue,MPV,30%
2,1,"Nissan North America, Inc",Nissan,Rogue,MPV,30%
2,1,Toyota,Lexus,RX450h,MPV,30%
2,1,Toyota,Toyota,Corolla,PC,30%
2,1,Ford Motor Company,Lincoln,Corsair,PC,25%
2,1,FCA,Jeep,Compass,MPV,20%
2,1,"Honda Motor Co., Ltd.",Honda,HR-V FWD,MPV,20%
2,1,"Honda Motor Co., Ltd.",Honda,HR-V AWD,MPV,20%
2,1,"Honda Motor Co., Ltd.",Honda,Civic 5Dr,PC,20%
2,1,"Honda Motor Co., Ltd.",Honda,Civic 5Dr,PC,20%
2,1,"Honda Motor Co., Ltd.",Honda,Civic 5Dr,PC,20%
2,1,"Nissan North America, Inc",Nissan,NV200 Cargo,Truck,20%
2,1,Volvo,Volvo,S60 Aut (8vxl) FWD (T5 FWD),PC,20%
2,1,Volvo,Volvo,S60 Aut (8vxl) AWD (T6 AWD),PC,20%
2,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Sedan (C300/C300-4M),PC,19%
2,1,Mercedes-Benz USA,Mercedes-Benz,GLC SUV (GLC300),MPV,19%
2,1,Mercedes-Benz USA,Mercedes-Benz,GLC SUV (GLC300-4M),MPV,17%
2,1,Volvo,Volvo,S60 Aut (8vxl) FWD + AWD (Polestar Engineered),PC,17%
2,1,Ford Motor Company,Ford,EcoSport,MPV,16%
2,1,Mercedes-Benz USA,Mercedes-Benz,GLC Coupe (GLC300-4M),PC,16%
2,1,Ford Motor Company,Ford,Mustang Mach-E,MPV,15%
2,1,Ford Motor Company,Ford,Transit Connect,Truck,15%
2,1,Jaguar Land Rover Limited,Land Rover,E-Pace (I4-296 HP),MPV,15%
2,1,"Nissan North America, Inc",Nissan,Kicks,PC,15%
2,1,"Nissan North America, Inc",Nissan,Sentra,PC,15%
2,1,"Nissan North America, Inc",Nissan,Versa Sedan,PC,15%
2,1,FCA,Jeep,Renegade,MPV,14%
2,1,Jaguar Land Rover Limited,Land Rover,E-Pace (I4-246 HP),MPV,14%
2,1,Ford Motor Company,Ford,Ford GT,PC,12%
2,1,BMW AG,BMW,330e Sedan,PC,10%
2,1,BMW AG,BMW,3 Series Sedan,PC,10%
2,1,Ford Motor Company,Ford,Bronco Sport,MPV,10%
2,1,"Honda Motor Co., Ltd.",Honda,Clarity,PC,10%
2,1,"Nissan North America, Inc",Infiniti,QX50,MPV,10%
2,1,Volkswagen,Volkswagen,Golf (manual),PC,10%
2,1,Volvo,Volvo,S60 Aut (8vxl) FWD + AWD (T8 AWD),PC,10%
2,1,Jaguar Land Rover Limited,Land Rover,Range Rover Evoque,MPV,9%
2,1,Volkswagen,Volkswagen,Golf (automatic),PC,9%
2,1,Volkswagen,Volkswagen,Jetta (manual),PC,9%
2,1,Volkswagen,Volkswagen,Jetta (automatic),PC,9%
2,1,Jaguar Land Rover Limited,Land Rover,Range Rover Velar (2.0L 14 Gasoline Turbocharged),MPV,8%
2,1,Jaguar Land Rover Limited,Land Rover,Range Rover Velar (3.0L V6 Gasoline Supercharged),MPV,8%
2,1,Volkswagen,Volkswagen,Golf GTI (manual),PC,8%
3,1,Jaguar Land Rover Limited,Land Rover,Discovery Sport,MPV,7%
3,1,Volkswagen,Volkswagen,Golf GTI (automatic),PC,7%
3,1,Volkswagen,Volkswagen,Tiguan (FWD),MPV,7%
3,1,Volkswagen,Volkswagen,Tiguan (AWD),MPV,7%
3,1,BMW AG,BMW,2 Series Coupe/Convertible,PC,5%
3,1,BMW AG,BMW,2 Series Gran Coupe,PC,5%
3,1,BMW AG,BMW,330e Sedan,PC,5%
3,1,BMW AG,BMW,3 Series Sedan,PC,5%
3,1,BMW AG,BMW,4 Series Coupe/Convertible,PC,5%
3,1,BMW AG,BMW,5 Series Sedan,PC,5%
3,1,BMW AG,BMW,7 Series Sedan,PC,5%
3,1,BMW AG,BMW,8 Series Coupe/Convertible,PC,5%
3,1,BMW AG,BMW,8 Series Gran Coupe,PC,5%
3,1,BMW AG,BMW,X1,MPV,5%
3,1,BMW AG,BMW,X2,MPV,5%
3,1,BMW AG,BMW,Z4,PC,5%
3,1,BMW AG,BMW,i3,PC,5%
3,1,BMW AG,BMW,Cooper Hard Top 2 Door,PC,5%
3,1,BMW AG,BMW,Cooper Hard Top 4 Door,PC,5%
3,1,BMW AG,BMW,Cooper Convertible,PC,5%
3,1,BMW AG,BMW,Cooper Clubman,PC,5%
3,1,BMW AG,BMW,Cooper Countryman,MPV,5%
3,1,BMW AG,Toyota,Supra,PC,5%
3,1,Hyundai Motor Company,Genesis,G70,PC,5%
3,1,Hyundai Motor Company,Genesis,GV80,MPV,5%
3,1,Hyundai Motor Company,Hyundai,Accent,PC,5%
3,1,Hyundai Motor Company,Hyundai,Palisade,MPV,5%
3,1,Hyundai Motor Company,Hyundai,Veloster N,PC,5%
3,1,Kia Motors,Kia,Forte,PC,5%
3,1,Kia Motors,Kia,Rio,PC,5%
3,1,Mazda Motor Corporation,Mazda,CX-30,PC,5%
3,1,Mazda Motor Corporation,Mazda,Mazda2,PC,5%
3,1,Mazda Motor Corporation,Mazda,Mazda3,PC,5%
3,1,Mercedes-Benz USA,Mercedes-Benz,GLB SUV (GLB250/ GLB250-4M),MPV,5%
3,1,"Nissan North America, Inc",Nissan,Armada,MPV,5%
3,1,Rolls-Royce Motor,Rolls-Royce,Phantom Ghost,PC,5%
3,1,Rolls-Royce Motor,Rolls-Royce,Wraith,PC,5%
3,1,Rolls-Royce Motor,Rolls-Royce,Dawn,PC,5%
3,1,Rolls-Royce Motor,Rolls-Royce,Cullinan,MPV,5%
3,1,Toyota,Lexus,IS300,PC,5%
3,1,Toyota,Lexus,IS350,PC,5%
3,1,Toyota,Lexus,NX,MPV,5%
3,1,Toyota,Lexus,NX Hybrid,MPV,5%
3,1,Toyota,Lexus,UX Hybrid Jetta GLI (manual),MPV,5%
3,1,Volkswagen,Volkswagen,Jetta GLI (manual),PC,5%
3,1,Volkswagen,Volkswagen,Jetta GLI (automatic),PC,5%
3,1,Volvo,Volvo,V60 Aut (8vxl) AWD (T6 AWD),PC,5%
3,1,Volvo,Volvo,V60 Aut (8vxl) FWD (T5 FWD),PC,5%
3,1,Volvo,Volvo,V60 Aut (8vxl) FWD + AWD (Polestar Engineered),PC,5%
3,1,Volvo,Volvo,V60 Aut (8vxl) FWD + AWD (T8 AWD),PC,5%
3,1,Volvo,Volvo,V60 Aut (8vxl) FWD (T5 FWD),PC,5%
3,1,Volvo,Volvo,V60 Aut (8vxl) FWD (T5 FWD),PC,5%
3,1,GM LLC,Buick,Encore,MPV,4%
3,1,GM LLC,Chevrolet,Trax,MPV,4%
3,1,Jaguar Land Rover Limited,Jaguar,XF - P250 RWD,PC,4%
3,1,Jaguar Land Rover Limited,Jaguar,XF - P300 AWD,PC,4%
3,1,Mercedes-Benz USA,Mercedes-Benz,A-Class Sedan (A220/ A220-4M),PC,4%
3,1,Audi,Audi,Q5 Sportback,MPV,3%
3,1,Fiat Chrysler,Maserati,Ghibli,PC,3%
3,1,Fiat Chrysler,Maserati,Quattroporte,PC,3%
3,1,GM LLC,Chevrolet,Trailblazer,MPV,3%
3,1,GM LLC,Buick,Encore GX,MPV,3%
3,1,Volvo,Volvo,S90 Aut (8vxl) FWD + ERAD (T8 AWD),PC,3%
3,1,Volvo,Volvo,XC60 Aut (8vxl) FWD + ERAD (T8 AWD),MPV,3%
3,1,Volvo,Volvo,XC60 Aut (8vxl) FWD + ERAD (Polestar Engineered),MPV,3%
3,1,Volvo,Volvo,XC90 Aut (8vxl) FWD + ERAD (T8 AWD) (6 seat),MPV,3%
3,1,Volvo,Volvo,XC90 Aut (8vxl) FWD + ERAD (T8 AWD),MPV,3%
3,1,Audi,Audi,A4 40,PC,2%
3,1,Audi,Audi,A4 45,PC,2%
3,1,Audi,Audi,A4 allroad,MPV,2%
3,1,Audi,Audi,A5 Coupe,PC,2%
3,1,Audi,Audi,A5 Sportback 40,PC,2%
3,1,Audi,Audi,A5 Sportback 45,PC,2%
3,1,Audi,Audi,A6 45,PC,2%
3,1,Audi,Audi,A6 Sport 45,PC,2%
3,1,Audi,Audi,Q5,MPV,2%
3,1,Audi,Audi,Q5 PHEV,MPV,2%
3,1,Audi,Audi,SQ5,MPV,2%
3,1,Audi,Audi,SQ5 Sportback,MPV,2%
3,1,Fiat Chrysler,Maserati,Levante,MPV,2%
3,1,Mercedes-Benz USA,Mercedes-Benz,G-Class SUV (G550/G63),MPV,2%
3,1,Audi,Audi,e-tron,MPV,1%
3,1,Audi,Audi,e-tron Sportback,MPV,1%
3,1,Audi,Audi,S4,PC,1%
3,1,Audi,Audi,A5 Cabriolet,PC,1%
3,1,Audi,Audi,S5 Cabriolet,PC,1%
3,1,Audi,Audi,S5 Coupe,PC,1%
3,1,Audi,Audi,RS5 Coupe,PC,1%
3,1,Audi,Audi,S5 Sportback,PC,1%
3,1,Audi,Audi,RS5 Sportback,PC,1%
3,1,Audi,Audi,A6 55,PC,1%
3,1,Audi,Audi,S6,PC,1%
3,1,Audi,Audi,RS6 Avant,PC,1%
3,1,Audi,Audi,A6 allroad,PC,1%
3,1,Audi,Audi,A7,PC,1%
3,1,Audi,Audi,A7 PHEV,PC,1%
3,1,Audi,Audi,S7,PC,1%
3,1,Audi,Audi,A8L 55,PC,1%
3,1,Audi,Audi,A8L 60,PC,1%
3,1,Audi,Audi,A8L PHEV,PC,1%
3,1,Audi,Audi,S8L,PC,1%
3,1,Audi,Audi,Q3 40,MPV,1%
3,1,Audi,Audi,Q3 45,MPV,1%
3,1,Audi,Audi,Q7 (45 TFSI),MPV,1%
3,1,Audi,Audi,Q7 (55 TFSI),MPV,1%
3,1,Audi,Audi,SQ7,MPV,1%
3,1,Audi,Audi,Q8,MPV,1%
4,1,Audi,Audi,SQ8,MPV,1%
4,1,Audi,Audi,RS Q8,MPV,1%
4,1,Audi,Audi,R8 Coupe RWD,PC,1%
4,1,Audi,Audi,R8 Coupe,PC,1%
4,1,Audi,Audi,R8 Spyder RWD,PC,1%
4,1,Audi,Audi,R8 Spyder,PC,1%
4,1,Audi,Audi,TT Coupe,PC,1%
4,1,Audi,Audi,TTS Coupe,PC,1%
4,1,Audi,Audi,TT RS Coupe,PC,1%
4,1,Audi,Audi,TT Roadster,PC,1%
4,1,GM LLC,Chevrolet,Spark,PC,1%
4,1,Jaguar Land Rover Limited,Land Rover,Defender - 90,MPV,1%
4,1,Jaguar Land Rover Limited,Land Rover,Defender - 110,MPV,1%
4,1,Polestar,Polestar,PS1 Aut (8vxl) FWD + ERAD,PC,1%
4,1,Polestar,Polestar,PS2 (Polestar 2),PC,1%
4,1,Porsche AG,Porsche,Cayenne Turbo,MPV,1%
4,1,Porsche AG,Porsche,Cayenne Coupe Turbo,MPV,1%
4,1,Volkswagen,Volkswagen,Arteon FWD,PC,1%
4,1,Volkswagen,Volkswagen,Arteon AWD,PC,1%
4,1,Volkswagen,Volkswagen,ID.4 1st Edition/Pro S (RWD),MPV,1%
4,1,Volkswagen,Volkswagen,ID.4 Pro (RWD),MPV,1%
4,1,Volvo,Volvo,V60 CC Aut (8vxl) AWD (T5 AWD),PC,1%
4,1,Volvo,Volvo,S90 Aut (8vxl) AWD (T6 AWD),PC,1%
4,1,Volvo,Volvo,V90 Aut (8vxl) FWD (T5 FWD),PC,1%
4,1,Volvo,Volvo,V90 Aut (8vxl) AWD (T6 AWD),PC,1%
4,1,Volvo,Volvo,V90 CC Aut (8vxl) AWD (T6 AWD),MPV,1%
4,1,Volvo,Volvo,XC40 Aut (8vxl) AWD (T5 AWD),MPV,1%
4,1,Volvo,Volvo,XC40 Aut (8vxl) AWD (T4 AWD),MPV,1%
4,1,Volvo,Volvo,XC40 Aut (8vxl) FWD (T4 FWD),MPV,1%
4,1,Volvo,Volvo,XC60 Aut (8vxl) AWD (T6 AWD),MPV,1%
4,1,Volvo,Volvo,XC60 Aut (8vxl) AWD (T5 AWD),MPV,1%
4,1,Volvo,Volvo,XC60 Aut (8vxl) FWD (T5 FWD),MPV,1%
4,1,Volvo,Volvo,XC90 Aut (8vxl) AWD (T5 AWD),MPV,1%
4,1,Volvo,Volvo,XC90 Aut (8vxl) FWD (T5 FWD),MPV,1%
4,1,Volvo,Volvo,XC90 Aut (8vxl) AWD (T8 AWD) (Fleet),MPV,1%
4,1,Volvo,Volvo,XC90 Aut (8vxl) AWD (T6 AWD),MPV,1%
4,1,Bentley,Bentley,Bentayga V8,MPV,0%
4,1,Bentley,Bentley,Bentayga Speed,MPV,0%
4,1,Bentley,Bentley,Bentayga Hybrid,MPV,0%
4,1,Bentley,Bentley,Flying Spur,PC,0%
4,1,Bentley,Bentley,Flying Spur V8,PC,0%
4,1,Bentley,Bentley,Continental GT V8,PC,0%
4,1,Bentley,Bentley,Continental GT Convertible V8,PC,0%
4,1,Bentley,Bentley,Continental GT W12,PC,0%
4,1,Bentley,Bentley,Continental GT Convertible W12,PC,0%
4,1,FCA,Alfa Romeo,Giulia,PC,0%
4,1,FCA,Alfa Romeo,Stelvio,MPV,0%
4,1,FCA,Fiat,500X,MPV,0%
4,1,Hyundai Motor Company,Genesis,G90,PC,0%
4,1,Hyundai Motor Company,Genesis,G80,PC,0%
4,1,Hyundai Motor Company,Hyundai,Elantra,PC,0%
4,1,Hyundai Motor Company,Hyundai,Elantra HEV,PC,0%
4,1,Hyundai Motor Company,Hyundai,Ioniq PHEV,PC,0%
4,1,Hyundai Motor Company,Hyundai,Ioniq EV,PC,0%
4,1,Hyundai Motor Company,Hyundai,Ioniq HEV,PC,0%
4,1,Hyundai Motor Company,Hyundai,Kona,MPV,0%
4,1,Hyundai Motor Company,Hyundai,Kona EV,MPV,0%
4,1,Hyundai Motor Company,Hyundai,Santa Fe HEV,MPV,0%
4,1,Hyundai Motor Company,Hyundai,Sonata HEV,PC,0%
4,1,Hyundai Motor Company,Hyundai,Sonata,PC,0%
4,1,Hyundai Motor Company,Hyundai,Tucson,MPV,0%
4,1,Hyundai Motor Company,Hyundai,Veloster PC,MPV,0%
4,1,Hyundai Motor Company,Hyundai,Nexo MPV,MPV,0%
4,1,Hyundai Motor Company,Hyundai,Venue MPV,MPV,0%
4,1,Jaguar Land Rover Limited,Jaguar,F-PACE (2.0t),MPV,0%
4,1,Jaguar Land Rover Limited,Jaguar,F-PACE (3.0t),MPV,0%
4,1,Jaguar Land Rover Limited,Jaguar,F-PACE - SVR,MPV,0%
4,1,Kia Motors,Kia,Niro EV,MPV,0%
4,1,Kia Motors,Kia,Niro HEV,MPV,0%
4,1,Kia Motors,Kia,Niro PHEV,MPV,0%
4,1,Kia Motors,Kia,Sedona,MPV,0%
4,1,Kia Motors,Kia,Seltos,MPV,0%
4,1,Kia Motors,Kia,Sorento HEV,MPV,0%
4,1,Kia Motors,Kia,Sportage (QL),MPV,0%
4,1,Kia Motors,Kia,Soul,MPV,0%
4,1,Kia Motors,Kia,Stinger,PC,0%
4,1,Lamborghini,Lamborghini,Huracan EVO,PC,0%
4,1,Lamborghini,Lamborghini,Huracan STO,PC,0%
4,1,Lamborghini,Lamborghini,Aventador S,PC,0%
4,1,Lamborghini,Lamborghini,Aventador SVJ,PC,0%
4,1,Lamborghini,Lamborghini,Sian,PC,0%
4,1,Lamborghini,Lamborghini,URUS,MPV,0%
4,1,Mazda Motor Corporation,Mazda,CX-3,PC,0%
4,1,Mazda Motor Corporation,Mazda,CX-5,MPV,0%
4,1,Mazda Motor Corporation,Mazda,CX-9,MPV,0%
4,1,Mazda Motor Corporation,Mazda,Mazda3,PC,0%
4,1,Mazda Motor Corporation,Mazda,Mazda6,PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Sedan (C43),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Sedan (C63/C63S),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Coupe (C300/C300-4M),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Coupe (C43),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Coupe (C63/C63S),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Cabriolet (C300/C300-4M),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Cabriolet (C43),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,C-Class Cabriolet (C63/C63S),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Sedan (E350/E350-4M),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Sedan (E450-4M/ AMG E53),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Sedan (E63S),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Wagon (E450-4M),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Wagon (E63S),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Coupe (E450/E450-4M/AMG,PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,E-Class Cabriolet (E450/E450-4M/AMG,PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,CLS Coupe (CLS450/CLS450-4M/AMG,PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,S-Class Coupe (S560-4M/S63-4M),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,S-Class Cabriolet (S560-4M/S63-4M),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,CLA Coupe (CLA250/CLA250-4M),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,CLA Coupe (CLA45 AMG),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,CLA Coupe (CLA35 AMG),PC,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,GLA SUV (GLA250/GLA250-4M),MPV,0%
4,1,Mercedes-Benz USA,Mercedes-Benz,GLA SUV (AMG GLA35 / AMG GLA45),MPV,0%
